split,n,mae,coverage_90,mean_width,hi_conf_mae_keep0.8,abstain_rate,mean_tradability,n_forbidden_flag_violations
train,13587,0.1677917864429236,0.0,0.0,0.16822547884146227,0.02090233311253404,0.9979097666887465,286
val,86671,0.09569303568886355,0.0,0.0,0.0920401591961614,0.002884471161057332,0.9997115528838942,256
test,64610,0.09052732492474538,0.0,0.0,0.09190515652506755,0.015477480266212661,0.9984522519733787,1004
