model,split,date,n_points,calendar_n_eval,calendar_violations,calendar_rate,calendar_severity,monotonicity_n_eval,monotonicity_violations,monotonicity_rate,monotonicity_severity,convexity_n_eval,convexity_violations,convexity_rate,convexity_severity,mean_instability,risk_flag_rate
interp_rbf,val,2021-01-14,8580,8304,524,0.06310211946050097,2.7001499521257073,8546,138,0.016147905452843437,0.0577381786946656,8512,652,0.07659774436090226,inf,0.00604447190582176,0.303962703962704
interp_rbf,val,2021-01-15,8538,8260,791,0.09576271186440678,7.409666357235186,8504,367,0.04315616180620884,0.14137160323983705,8470,666,0.07863046044864226,inf,0.014619352346664009,0.3574607636448817
interp_rbf,val,2021-01-19,8342,8064,466,0.057787698412698416,3.149973328937855,8308,227,0.027323062108810785,0.08889557615790104,8274,936,0.11312545322697606,inf,0.007324942040535428,0.377487413090386
interp_rbf,val,2021-01-20,8381,8104,513,0.0633020730503455,4.719356416946145,8347,242,0.028992452378099918,0.07336256730862745,8313,1985,0.23878262961626368,inf,0.0077535821760898,0.6464622360100226
interp_rbf,val,2021-01-21,8490,8212,467,0.05686799805163176,4.151892003028994,8455,265,0.03134240094618569,0.09545528499822464,8420,706,0.08384798099762471,inf,0.006415154434297478,0.3149587750294464
interp_rbf,val,2021-01-22,8343,8064,398,0.04935515873015873,3.2852871033977196,8308,132,0.015888300433317286,0.08210632014468484,8273,2122,0.2564970385591684,inf,0.004912035094837139,0.6845259498981182
interp_rbf,val,2021-01-25,8251,7972,363,0.045534370296036124,2.603071916876887,8217,207,0.025191675794085433,0.07101196697524852,8183,1632,0.1994378589759257,inf,0.007583409647111704,0.5691431341655557
interp_rbf,val,2021-01-26,8207,7928,598,0.07542885973763874,3.8529955772443576,8172,140,0.017131669114047968,0.05271011524993818,8137,2119,0.2604153865060833,inf,0.007843286176512174,0.7234068478128427
interp_rbf,test,2023-08-17,6398,6135,786,0.12811735941320293,13.540415320129515,6369,673,0.10566807976134401,0.9878298435849617,6340,360,0.056782334384858045,inf,0.018372821076753875,0.3565176617693029
interp_rbf,test,2023-08-18,6698,6435,684,0.1062937062937063,13.838415704258981,6670,752,0.11274362818590705,1.1593525747411535,6642,623,0.09379704908160193,inf,0.015779497577966883,0.41699014631233206
interp_rbf,test,2023-08-21,6677,6414,897,0.13985032740879327,13.041248392194483,6650,689,0.10360902255639098,0.944386067745123,6623,283,0.042729880718707536,inf,0.020011228860721732,0.35075632769207726
interp_rbf,test,2023-08-22,6478,6215,787,0.12662912308930008,13.453865732186244,6451,613,0.09502402728259185,0.9128880254737186,6424,369,0.05744084682440847,inf,0.01903527191010676,0.37187403519604817
interp_rbf,test,2023-08-23,6362,6099,874,0.14330218068535824,12.323992763574942,6335,591,0.09329123914759274,0.881599120964477,6308,479,0.07593532022828155,inf,0.018916013726112194,0.43854133920150895
interp_rbf,test,2023-08-24,6513,6249,862,0.137942070731317,10.82011731677645,6485,665,0.10254433307632999,0.9640273141610336,6457,395,0.06117391977698622,inf,0.017917235652717984,0.3707968678028558
interp_rbf,test,2023-08-25,6459,6195,708,0.11428571428571428,12.151714567033867,6432,714,0.11100746268656717,0.8494362634562608,6405,438,0.06838407494145199,inf,0.01732053769143296,0.38039944263817926
interp_rbf,test,2023-08-28,6314,6050,807,0.1333884297520661,13.986920260631253,6287,540,0.08589152218864324,1.0106424596419719,6260,332,0.053035143769968054,inf,0.016877625866403442,0.37931580614507443
interp_rbf,test,2023-08-29,6240,5977,855,0.14304835201606156,11.815868583612083,6213,542,0.08723643972316111,0.8555077801886101,6186,468,0.07565470417070805,inf,0.01690673457138438,0.44006410256410255
interp_rbf,test,2023-08-30,6471,6208,937,0.15093427835051546,11.324896995081446,6444,554,0.08597144630664184,0.8412065609449756,6417,309,0.04815334268349696,inf,0.018292354853430014,0.40024725699273683
interp_rbf,test,2023-08-31,6326,6063,948,0.15635823849579417,11.732595411692785,6298,440,0.06986344871387742,0.7739378765483449,6270,216,0.03444976076555024,inf,0.01716129291372171,0.40041100221308884
interp_rbf,test,2023-09-01,6185,5922,791,0.13356973995271867,11.22431489561216,6158,536,0.08704124715816823,0.8970875406637828,6131,369,0.06018594030337628,inf,0.01883747040998655,0.3932093775262732
interp_rbf,test,2023-09-05,5980,5717,779,0.13626027636872484,10.699740802204802,5952,542,0.09106182795698925,0.8559577539711871,5924,657,0.11090479405806887,inf,0.020649220030246964,0.5083612040133779
interp_rbf,test,2023-09-06,5886,5622,703,0.12504446816079687,10.259416144027963,5858,568,0.09696142027995903,0.8543602608516707,5830,539,0.09245283018867924,inf,0.02025570600056979,0.4420659191301393
interp_rbf,test,2023-09-07,5889,5625,682,0.12124444444444445,11.251250339153765,5860,571,0.09744027303754266,0.8892323195854237,5831,655,0.11233064654433202,inf,0.019692718850935133,0.48208524367464767
interp_rbf,test,2023-09-08,5819,5556,838,0.15082793376529877,13.704084284138801,5791,486,0.08392332930409256,0.9285510837331951,5763,617,0.10706229394412632,inf,0.01946379440178672,0.5145213954287678
interp_rbf,test,2023-09-11,6350,6087,905,0.1486775094463611,9.831580732529018,6322,601,0.09506485289465359,0.9401538240565637,6294,472,0.074992055926279,inf,0.02010442266961909,0.4385826771653543
interp_rbf,test,2023-09-12,6301,6038,1021,0.16909572706194104,10.393364109201483,6273,571,0.0910250278973378,0.9670280730157208,6245,398,0.06373098478783026,inf,0.019685182000544723,0.4435803840660213
interp_rbf,test,2023-09-13,6033,5770,1108,0.19202772963604853,9.972408919308519,6005,635,0.10574521232306411,1.0195627725367595,5977,701,0.1172829178517651,inf,0.01977294020309501,0.5663848831427151
interp_rbf,test,2023-09-14,5915,5653,1201,0.21245356447903768,11.555206857896371,5887,583,0.09903176490572448,0.9030477592354651,5859,617,0.10530807305000853,inf,0.020779676609954327,0.554015215553677
interp_rbf,test,2023-09-15,5641,5378,529,0.09836370397917442,10.105666066739374,5614,565,0.10064125400783755,0.8401824035798617,5587,741,0.13262931805978165,inf,0.013991195516979743,0.4655202978195355
interp_rbf,test,2023-09-18,5899,5636,627,0.11124911284599007,12.11447946831434,5872,546,0.09298365122615804,0.8015669831955605,5845,731,0.12506415739948673,inf,0.012920322301107031,0.4843193761654518
interp_rbf,test,2023-09-19,6086,5823,650,0.11162630946247638,12.53181654666548,6059,587,0.09688067337844529,0.734542574437216,6032,759,0.1258289124668435,inf,0.01268288926566203,0.4912914886625041
interp_rbf,test,2023-09-20,6092,5829,805,0.13810259049579687,10.06130042560435,6065,711,0.11723000824402309,0.9667689286234078,6038,547,0.09059291156011924,inf,0.01602556228353743,0.40019697964543666
interp_rbf,test,2023-09-21,5994,5730,703,0.12268760907504363,10.812862970847437,5966,700,0.11733154542406973,1.0288159894023972,5938,775,0.13051532502526103,inf,0.015385312786082074,0.4811478144811478
interp_rbf,test,2023-09-22,5770,5506,527,0.0957137667998547,9.610261361843492,5743,687,0.11962388995298624,0.9029707641192474,5716,845,0.14783065080475857,inf,0.012695499983813075,0.5161178509532063
interp_rbf,test,2023-09-25,6137,5873,588,0.10011918951132301,12.30508507097916,6110,755,0.12356792144026187,0.8884942474220122,6083,607,0.09978628965970739,inf,0.013922461369511816,0.41600130356851883
interp_rbf,test,2023-09-26,6107,5843,601,0.1028581208283416,14.322953332307273,6080,539,0.08865131578947369,0.8047755457733982,6053,429,0.07087394680323807,inf,0.013396613412681103,0.3797281807761585
interp_rbf,test,2023-09-27,6294,6030,666,0.11044776119402985,12.623920247367801,6267,577,0.09206957076751236,0.8599981934248444,6240,516,0.08269230769230769,inf,0.013462843191929596,0.41658722592945663
interp_rbf,test,2023-09-28,6448,6180,936,0.15145631067961166,9.729131843839337,6420,683,0.10638629283489097,0.9579873391179409,6392,364,0.05694618272841051,inf,0.01602706223443328,0.3822890818858561
interp_rbf,test,2023-09-29,6655,6387,609,0.09534992954438704,11.701686386252907,6627,758,0.11438056435792968,0.9362951889364106,6599,551,0.08349749962115471,inf,0.011551276739137447,0.3669421487603306
interp_rbf,test,2023-10-02,6777,6509,680,0.10447073283146413,12.131107922255444,6748,592,0.0877296976882039,0.9901375517483763,6719,562,0.08364339931537432,inf,0.013568976408830155,0.37804338202744575
interp_rbf,test,2023-10-03,6604,6336,604,0.09532828282828283,13.316916927109183,6575,592,0.09003802281368821,0.8741425372103908,6546,501,0.07653528872593951,inf,0.012620116645972243,0.3737129012719564
interp_rbf,test,2023-10-04,6859,6591,758,0.11500531027158246,11.498275881156662,6830,785,0.11493411420204978,0.956619155649013,6801,752,0.11057197470960153,inf,0.015126268242399522,0.4309666132089226
interp_rbf,test,2023-10-05,6770,6502,868,0.1334973854198708,13.476790621348012,6740,734,0.1089020771513353,0.8878190243942266,6710,534,0.07958271236959762,inf,0.017050477598353594,0.3843426883308715
