benchmark,key_decimals,mode,n_total_hidden,n_zero_distance,pct_zero_distance,n_hidden_with_exact_obs_dup,q25_distance,q50_distance,q75_distance,q95_distance
spy_phase1_drop_wings100_noise0_otm,10,naive,1974016,0,0.0,0,0.06713930283762848,0.14792013007662214,0.26826398659467926,0.5007752879124892
spy_phase1_drop_wings100_noise0_otm,10,dedup_obs,1974016,0,0.0,0,0.06713930283762848,0.14792013007662214,0.26826398659467926,0.5007752879124892
spy_phase1_drop_wings100_noise0_otm,10,exclude_self_dup,1974016,0,0.0,0,0.06713930283762848,0.14792013007662214,0.26826398659467926,0.5007752879124892
