split,n,mae,coverage_90,mean_width,hi_conf_mae_keep0.8,abstain_rate,mean_tradability,n_forbidden_flag_violations
train,5704,0.03380897337335805,0.9242636746143057,0.14503946290007702,0.020500321012116327,1.0,0.15625940603309704,2475
val,41490,0.012714079445253943,0.966353338153772,0.058648740925446106,0.008681541838702535,1.0,0.3721458219386485,2175
test,29550,0.011618361451152538,0.9295431472081218,0.05382371292148548,0.008352196027861938,1.0,0.3764075341275143,1814
