split,n,mae_vs_iv_clean,mae_vs_iv_true,rbf_floor_mae,delta_vs_rbf,coverage_90,coverage_within_2pp,coverage_90_vs_iv_true,coverage_vs_iv_true_within_2pp,mean_width,hi_conf_mae_keep0.8,no_abstention_mae,hi_conf_below_no_abstention,calibrator,note
test,2769021,0.006006203981517655,0.006787998923853339,0.006131847035635011,-0.0001256430541173555,0.9620309849582217,False,0.918099934958962,True,0.03281035115902157,0.004709914719952944,0.006006203981517655,True,artifacts/calibration/4A6_hybrid.json,reliability on the FULL test fold from cached predictions; no-arb flag count + width-abstain require model re-prediction and are not recomputed here (see 4A.7 spec).
