benchmark,key_decimals,mode,n_total_hidden,n_zero_distance,pct_zero_distance,n_hidden_with_exact_obs_dup,q25_distance,q50_distance,q75_distance,q95_distance
spy_phase1_random40_noiselow,10,naive,13510279,5060894,37.459581700718395,5060894,0.0,0.007017572658646547,0.010582109330536993,0.026317308317373334
spy_phase1_random40_noiselow,10,dedup_obs,13510279,5060894,37.459581700718395,0,0.0,0.007017572658646547,0.010582109330536993,0.026317308317373334
spy_phase1_random40_noiselow,10,exclude_self_dup,13510279,0,0.0,0,0.007067167223092474,0.008583743691391532,0.012987195526811032,0.029852963149681166
