model,split,n,overall_mae,overall_rmse,observed_mae,unobserved_mae,interval_coverage,mean_interval_width,err_unc_pearson,err_unc_spearman,confidence_source,aurc,hc_mae_keep0.5,hc_mae_keep0.8,gaussian_nll,nominal_alpha
3a_fourier_gaussian,val,5593759,0.06202432632341906,0.12100925733719033,0.06205950162485238,0.06200084680777245,0.9061566649546396,0.2408881487783245,0.8045323432823561,0.7232936485556851,uncertainty,0.021093436535057755,0.016155904786087492,0.030220482399588678,-1.6847209610549974,0.9
3a_fourier_gaussian,test,5805664,0.07904732064704732,0.1342002734472306,0.07904336483773436,0.07904995456992807,0.9012173284571756,0.29467160549427396,0.780374699674028,0.8136696350978022,uncertainty,0.027643554488710316,0.020048791335417843,0.0455119030511719,-1.4149681158749194,0.9
