split,n,mae,coverage_90,mean_width,hi_conf_mae_keep0.8,abstain_rate,mean_tradability,n_forbidden_flag_violations
train,13587,0.0795115291878952,0.9537793479060866,0.33585363719062006,0.06188810685811207,1.0,0.2580167890157573,1884
val,86671,0.04479261285452152,0.9650055958740524,0.21114833385579823,0.02030454045531139,1.0,0.3861554314538405,2963
test,64610,0.08552025796650299,0.9184027240365269,0.36575251593406827,0.06064640456440343,1.0,0.2788928745125304,7476
