model,split,n,overall_mae,overall_rmse,observed_mae,unobserved_mae,interval_coverage,mean_interval_width,err_unc_pearson,err_unc_spearman,confidence_source,aurc,hc_mae_keep0.5,hc_mae_keep0.8,gaussian_nll,nominal_alpha
3a_raw_gaussian,val,5593759,0.05704726467127037,0.10954480540628554,0.05706671336528541,0.05703428266694277,0.9041617631363811,0.21463824749250826,0.7772883265974401,0.7529125284057053,uncertainty,0.018827580535776458,0.014001900954471836,0.02823248789289866,-1.7969410813115791,0.9
3a_raw_gaussian,test,5805664,0.07604289814613549,0.13058600983059232,0.07600857041424317,0.07606575480865926,0.8720261799511649,0.2595612217002851,0.7428533851026998,0.8147410520277321,uncertainty,0.02640085376289967,0.01851986364051604,0.04362055421344674,-1.4300890767149763,0.9
