model,overall_mae,overall_rmse,overall_mape,overall_n,observed_mae,observed_rmse,observed_mape,observed_n,unobserved_mae,unobserved_rmse,unobserved_mape,unobserved_n,by_maturity_short_mae,by_maturity_short_rmse,by_maturity_short_n,by_maturity_medium_mae,by_maturity_medium_rmse,by_maturity_medium_n,by_maturity_long_mae,by_maturity_long_rmse,by_maturity_long_n,by_moneyness_deep_itm_mae,by_moneyness_deep_itm_rmse,by_moneyness_deep_itm_n,by_moneyness_itm_mae,by_moneyness_itm_rmse,by_moneyness_itm_n,by_moneyness_atm_mae,by_moneyness_atm_rmse,by_moneyness_atm_n,by_moneyness_otm_mae,by_moneyness_otm_rmse,by_moneyness_otm_n,by_moneyness_deep_otm_mae,by_moneyness_deep_otm_rmse,by_moneyness_deep_otm_n,split,n_nonfinite_pred,wall_seconds
interp_rbf,0.006151118707710642,0.009831638506665996,2.568983325364661,2638892,0.005513426318946455,0.00850753436261095,2.331088855007962,1054236,0.006575361113104126,0.010621489197141265,2.7272491665636114,1584656,0.008424296175180075,0.014190749362038964,865906,0.004580547384995516,0.006048349607984284,987264,0.005619391860559166,0.007533093419153451,785722,0.006919518076721032,0.010576138473962257,576343,0.0069574222595067785,0.012556284825098046,670067,0.005862615432387877,0.00866247864943012,694071,0.004674696252210002,0.006396460596728574,480039,0.005811528999999459,0.007788288082876655,218372,val,0,143.2
interp_rbf,0.006131847035635011,0.010040897291445864,2.897904576476046,2769021,0.005544204015917675,0.008780682825247394,2.6526596427052915,1107855,0.006523754441402372,0.010799921541715916,3.0614618766511046,1661166,0.008784613167132341,0.015100392261371685,859297,0.004509013082224778,0.005982297058845123,1074767,0.005490681563769499,0.007322496486684353,834957,0.0066453848139851135,0.010566673939794456,636277,0.006939491760521902,0.012813335449113264,754042,0.005787815363914553,0.008447147039644835,809894,0.004877895422947881,0.006895382320003303,368160,0.005157671822449862,0.006710199673575319,200648,test,0,123.1
