benchmark,key_decimals,mode,n_total_hidden,n_zero_distance,pct_zero_distance,n_hidden_with_exact_obs_dup,q25_distance,q50_distance,q75_distance,q95_distance
spy_phase1_realistic40_noisemed_hetero_otm,10,naive,6307536,0,0.0,0,0.021053409197832315,0.057347345736390276,0.1793409286558169,0.4719482492694117
spy_phase1_realistic40_noisemed_hetero_otm,10,dedup_obs,6307536,0,0.0,0,0.021053409197832315,0.057347345736390276,0.1793409286558169,0.4719482492694117
spy_phase1_realistic40_noisemed_hetero_otm,10,exclude_self_dup,6307536,0,0.0,0,0.021053409197832315,0.057347345736390276,0.1793409286558169,0.4719482492694117
