pc_idx,raw_dim_idx,loading
14,50,-0.09621805346761997
14,52,0.06874059444147664
14,53,-0.16462301871986307
14,55,-0.11515010409860406
14,56,-0.0992729172656902
14,57,-0.18463278039326486
14,58,-0.17981473579659868
14,59,-0.20680111688876482
14,61,0.06287278401529668
14,62,0.13426723116716996
15,0,-0.24088144981498014
15,2,-0.06725277393428636
15,3,-0.09771497601830059
15,6,0.16400674828172243
15,9,-0.12063363868472546
15,10,0.1692926793436083
15,12,0.13370124951723916
15,14,0.07600822503407717
15,15,0.3895320580450633
15,16,0.17202431874513768
15,17,-0.13941709937267754
15,19,-0.20395616792429244
15,22,0.08530996970429183
15,23,-0.11775475133463173
15,24,0.17619205551696662
15,25,-0.1461390960350351
15,26,0.05495020409672243
15,30,-0.08010760275225944
15,32,0.05412416111960065
15,33,0.12396760804229962
15,34,-0.1742741567728057
15,37,0.08970613583211967
15,38,0.06674065401668952
15,39,-0.13349817698961833
15,40,0.08234666391095836
15,41,0.11193678060663338
15,42,-0.19581661748650572
15,43,0.08205970370446604
15,44,-0.08638788180874646
15,45,-0.0553971190146302
15,46,0.14145948725965005
15,47,-0.20087525612419926
15,48,0.17670548663187705
15,49,0.09007641953367107
15,54,0.18213730731146544
15,56,0.11556471943241547
15,57,0.14043899410477179
15,60,-0.1545627244707295
15,61,0.13151103656597934
15,62,0.08781500797771206
15,63,0.3516401487039502
16,0,0.1608513071453174
16,1,-0.2006427982793923
16,2,0.16957578360433997
16,3,-0.052462714145030794
16,4,-0.08204357531572085
16,5,0.32658755786575533
16,7,0.09059033387824303
16,8,-0.13174344377272101
16,9,0.07232080841462783
16,11,-0.12530038420438727
16,12,-0.1457411687686872
16,15,0.12933892768577193
16,16,-0.09631087049871506
16,17,0.08935518637257409
16,18,-0.09169277938269879
16,19,-0.10657233734614857
16,20,-0.11606308392408404
16,22,-0.13975883659220134
16,24,0.26379396941233957
16,25,0.12630350649565136
16,26,-0.10775490306685198
16,27,0.10296014716092833
16,28,0.25578244310497045
16,29,0.124920970645256
16,30,-0.06529586984213363
16,31,-0.09245046458260363
16,33,-0.2352016550003564
16,35,0.21531318671648034
16,36,-0.055964780911265055
16,37,-0.14525313793048014
16,39,0.06763872515279075
16,40,-0.060764084073564185
16,41,0.10921699755785702
16,42,-0.05894369665227227
16,43,0.1850488323814591
16,44,-0.07066649612510666
16,45,-0.17197675131070095
16,46,0.15569169715244907
16,47,0.05268923447435907
16,48,-0.08929231967633876
16,49,0.07331776185462867
16,50,0.15693379741713204
16,51,0.0756842714652083
16,52,-0.19056058937129267
16,53,-0.07689468613837606
16,55,-0.08639264417694822
16,58,-0.21412916126207104
16,59,-0.15070125649901786
16,61,0.07174509163143074
16,62,-0.06985214294702491
16,63,0.08615540049083585
17,0,-0.09198064480389691
17,1,0.05882563804515131
17,2,0.1585291948840787
17,4,0.1605754358384255
17,5,-0.1702001856762728
17,8,-0.10566654596031008
17,9,0.2420641473601125
17,10,-0.17301112570260205
17,11,-0.14741280536960744
17,12,0.09654192229466674
17,13,0.11398059140466857
17,16,0.13019768370187773
17,17,-0.11797400662024073
17,18,0.119730483622797
17,20,-0.26132903645722483
17,24,0.07594558219841757
17,25,0.16952069116503415
17,26,0.055244089431484705
17,27,-0.1654226526374161
17,28,0.07873820831741712
17,29,-0.22274073782185425
17,30,0.12370825351822493
17,31,0.08371482644747467
17,32,0.0652618182698793
17,33,-0.1506438236259728
17,35,-0.16791366367956617
17,36,0.08700883696980065
17,37,-0.09250139701242659
17,39,-0.11346385474003132
17,40,-0.21107395728634928
17,41,-0.24712161604112648
17,42,0.0593653722819561
17,44,-0.13089461145220543
17,45,-0.11319907609265996
17,47,-0.24597770210341896
17,48,0.07784589858178073
17,49,-0.17963757794904964
17,52,-0.25108749504633093
17,53,0.0750987110223163
17,56,-0.1741803849150299
17,57,-0.15454851453859172
17,59,0.08954535737188898
17,60,-0.10555164079280911
17,61,0.15771156330939584
17,63,0.07028550973864688
18,0,0.11471972782488377
18,1,-0.20628156540681658
18,2,0.1740216655828891
18,3,-0.11602707074504975
18,4,0.08960148939191095
18,5,-0.08330672165411741
18,6,0.09244725081792468
18,7,0.12611518410058448
18,8,0.17445770499042695
18,10,0.07385149591266685
18,11,0.2884595316294612
18,12,-0.11590463146113528
18,13,-0.07006971498946646
18,15,0.06648915452757552
18,16,-0.06100209166748899
18,17,-0.07977759587332989
18,18,0.15661591675562372
18,20,-0.14373912829218188
18,23,-0.12720127265473313
18,25,-0.11217585691890097
18,26,0.12851503662761976
18,27,0.2478885482335354
18,28,-0.2800375251327453
18,30,0.21887410709926713
18,31,0.11117948112022624
18,33,-0.08938529970821432
18,34,0.05891976571112555
18,36,0.16675366101867245
18,37,-0.1864598440829124
18,39,0.10283213418070297
18,42,0.16900866792606326
18,43,0.1791401201036315
18,44,0.06173972954146073
18,45,-0.08294422735380406
18,46,0.19510508582600186
18,47,-0.09768097133976249
18,49,-0.06436508164767914
18,50,0.20252388231419194
18,51,0.05640818883559134
18,52,0.1817248901340902
18,56,0.05622294671672627
18,57,0.12663858646362025
18,58,0.18543248390105033
18,59,0.08319553341494638
18,60,-0.1908642182466822
18,61,-0.05077175326315073
18,62,-0.11328757943664737
18,63,-0.06879633220163921
19,0,-0.16408738216224386
19,2,-0.07808009764067214
19,3,0.09867360669655753
19,4,0.1822941601752637
19,5,0.1034250288328095
19,6,0.10716945549828216
19,7,-0.15291156365660322
19,8,-0.17568998540703862
19,9,0.07939419170596135
19,10,0.09921492918017424
19,11,-0.25490152139110295
19,12,0.06086993663985643
19,13,0.08735961894727132
19,14,-0.10073799775146058
19,15,0.1587959502022109
19,16,0.13756344151794025
19,17,0.08041044235836065
19,19,0.2581149322671929
19,21,0.06910934474040724
19,23,0.1727796584786274
19,24,-0.10417788945920087
19,26,0.12284124446459779
19,27,0.11144685481509742
19,28,-0.2762976973167559
19,29,0.17258759740467566
19,30,-0.13394510581330546
19,33,-0.16583479742723964
19,34,0.17855621534729338
19,36,-0.09230481486011338
19,37,-0.18796527000966856
19,38,-0.10489382150427697
19,39,0.1389092270737776
19,42,-0.12307642420565947
19,43,-0.17068561098266702
19,44,0.16514971113350746
19,46,0.2804795208827649
19,47,-0.05911106855500269
19,48,0.09771233352207682
19,50,0.11226580517153856
19,54,-0.24319571582200492
19,55,0.06687303995336209
19,57,0.08110605996475574
19,58,0.09158198261915657
19,59,-0.07979325794567806
19,60,0.15055963414340184
19,61,0.0645944732523506
20,0,0.05898376484326167
20,1,-0.09124141322360335
20,3,0.1510157268126591
20,5,0.07081772301816591
20,6,-0.08275374374413533
20,7,-0.05283604360084869
20,8,0.09156373238893104
20,10,0.07407804697238052
20,12,0.09965346588603409
20,13,-0.14366818871231582
20,14,-0.07355292843318592
20,15,0.07478274102765069
20,16,-0.10274366144193775
20,18,0.1245477270113593
20,19,0.2864835864842322
20,20,-0.10570578847494548
20,21,0.2284304075659149
20,22,-0.12813792390034917
20,24,0.12456646494177863
20,25,-0.1663731882771048
20,26,0.16258733192670555
20,29,-0.31833124518601713
20,30,-0.13295806703258556
20,31,-0.06132541691639504
20,32,0.410580872496506
20,34,0.19453001471295867
20,36,-0.1278735228783498
20,37,0.26162625148081425
20,39,-0.0665530696368561
20,41,0.08949887773475969
20,42,-0.06239297852848405
20,43,0.08539385229212161
20,44,-0.10763160245352907
20,45,0.089785251301027
20,46,0.1109306852032482
20,47,0.22957801542758294
20,49,-0.12372327696214556
20,52,-0.16600335583155437
20,53,0.05516089581467528
20,55,-0.16994677185945517
20,56,0.11982935982346146
20,58,0.057727467825427016
21,0,-0.12736135375203472
21,1,-0.07526245408930186
21,2,0.09972203930535205
21,3,0.0677874235876052
21,4,0.08257418326893216
21,5,0.10151478262213175
21,6,0.09131092844681962
21,8,0.2028394839128439
21,9,0.11867156881629544
21,10,-0.2614199871114525
21,11,-0.09397389717369775
21,12,0.10311166716229223
21,13,0.2535763912836476
21,16,0.22283470529123614
21,18,0.2737114139828444
21,21,0.10571883941121885
21,22,0.10785266578569586
21,23,-0.1110070009293877
21,24,-0.25739694186422574
21,26,0.10350386154477692
21,27,0.061825034886718123
21,29,0.22534993141885537
21,31,-0.11528588174039385
21,33,0.09840387717623586
21,34,-0.15103229235918153
21,37,0.11244448365490149
21,38,0.1307147806262356
21,40,0.09933012134104074
21,41,0.06175900487643986
21,42,0.07919097625882983
21,43,0.13248599067075306
21,44,-0.11587952918113165
21,45,0.16128124720440457
21,47,0.09873998725864697
21,52,-0.15199576356557087
21,53,-0.19749817505302145
21,55,-0.06311576301053597
21,57,0.05944054815446108
21,58,-0.14048995822124385
21,59,-0.18788139882408117
21,60,-0.1739388746063687
21,61,-0.2021733331021779
21,62,-0.21451793054880863
21,63,-0.14615336298929993
22,0,0.12456604359856449
22,1,-0.13967990610042263
22,4,0.08505315953835332
22,8,-0.1372551471571709
22,9,-0.0564462790186047
22,11,-0.098456746314506
22,13,-0.150579844923675
22,14,0.13634579334697403
22,15,0.27759295658548655
22,16,0.24667107440995947
22,17,0.12979861135583967
22,18,-0.10023259250562475
22,19,-0.12388967963726794
22,20,0.2525111370556112
22,21,-0.05025586855266567
22,22,-0.07858307213790383
22,23,0.07706723464408483
22,24,-0.13413758461471312
22,25,0.06915246725858085
22,26,0.2502929417836374
22,28,0.12303882656885606
22,29,-0.0631981112795496
22,30,0.3014383545365956
22,31,-0.12334894205802005
22,32,0.21035333732483688
